HD电视频道
深圳卫视高清,http://ivi.bupt.edu.cn/hls/szhd.m3u8
广东卫视高清,http://ivi.bupt.edu.cn/hls/gdhd.m3u8
天津卫视高清,http://ivi.bupt.edu.cn/hls/tjhd.m3u8
湖北卫视高清,http://ivi.bupt.edu.cn/hls/hbhd.m3u8
山东卫视高清,http://ivi.bupt.edu.cn/hls/sdhd.m3u8
重庆卫视高清,http://ivi.bupt.edu.cn/hls/cqhd.m3u8
上海纪实高清,http://ivi.bupt.edu.cn/hls/docuchina.m3u8
金鹰纪实高清,http://ivi.bupt.edu.cn/hls/gedocu.m3u8
福建东南卫视高清,http://ivi.bupt.edu.cn/hls/dnhd.m3u8
四川卫视高清,http://ivi.bupt.edu.cn/hls/schd.m3u8
河北卫视高清,http://ivi.bupt.edu.cn/hls/hebhd.m3u8
江西卫视高清,http://ivi.bupt.edu.cn/hls/jxhd.m3u8
河南卫视高清,http://ivi.bupt.edu.cn/hls/hnhd.m3u8
广西卫视高清,http://ivi.bupt.edu.cn/hls/gxhd.m3u8
吉林卫视高清,http://ivi.bupt.edu.cn/hls/jlhd.m3u8
CETV-1高清,http://ivi.bupt.edu.cn/hls/cetv1hd.m3u8
海南卫视高清,http://ivi.bupt.edu.cn/hls/lyhd.m3u8
贵州卫视高清,http://ivi.bupt.edu.cn/hls/gzhd.m3u8

普清电视频道
北京卫视,http://ivi.bupt.edu.cn/hls/btv1.m3u8
北京文艺,http://ivi.bupt.edu.cn/hls/btv2.m3u8
北京科教,http://ivi.bupt.edu.cn/hls/btv3.m3u8
北京影视,http://ivi.bupt.edu.cn/hls/btv4.m3u8
北京财经,http://ivi.bupt.edu.cn/hls/btv5.m3u8
北京生活,http://ivi.bupt.edu.cn/hls/btv7.m3u8
北京青年,http://ivi.bupt.edu.cn/hls/btv8.m3u8
北京新闻,http://ivi.bupt.edu.cn/hls/btv9.m3u8
北京卡酷少儿,http://ivi.bupt.edu.cn/hls/btv10.m3u8
北京冬奥纪实,http://ivi.bupt.edu.cn/hls/btv11.m3u8
浙江卫视,http://ivi.bupt.edu.cn/hls/zjtv.m3u8
湖南卫视,http://ivi.bupt.edu.cn/hls/hunantv.m3u8
江苏卫视,http://ivi.bupt.edu.cn/hls/jstv.m3u8
东方卫视,http://ivi.bupt.edu.cn/hls/dftv.m3u8
深圳卫视,http://ivi.bupt.edu.cn/hls/sztv.m3u8
安徽卫视,http://ivi.bupt.edu.cn/hls/ahtv.m3u8
河南卫视,http://ivi.bupt.edu.cn/hls/hntv.m3u8
陕西卫视,http://ivi.bupt.edu.cn/hls/sxtv.m3u8
吉林卫视,http://ivi.bupt.edu.cn/hls/jltv.m3u8
广东卫视,http://ivi.bupt.edu.cn/hls/gdtv.m3u8
山东卫视,http://ivi.bupt.edu.cn/hls/sdtv.m3u8
湖北卫视,http://ivi.bupt.edu.cn/hls/hbtv.m3u8
广西卫视,http://ivi.bupt.edu.cn/hls/gxtv.m3u8
河北卫视,http://ivi.bupt.edu.cn/hls/hebtv.m3u8
西藏卫视,http://ivi.bupt.edu.cn/hls/xztv.m3u8
内蒙古卫视,http://ivi.bupt.edu.cn/hls/nmtv.m3u8
青海卫视,http://ivi.bupt.edu.cn/hls/qhtv.m3u8
四川卫视,http://ivi.bupt.edu.cn/hls/sctv.m3u8
天津卫视,http://ivi.bupt.edu.cn/hls/tjtv.m3u8
山西卫视,http://ivi.bupt.edu.cn/hls/sxrtv.m3u8
辽宁卫视,http://ivi.bupt.edu.cn/hls/lntv.m3u8
厦门卫视,http://ivi.bupt.edu.cn/hls/xmtv.m3u8
新疆卫视,http://ivi.bupt.edu.cn/hls/xjtv.m3u8
黑龙江卫视,http://ivi.bupt.edu.cn/hls/hljtv.m3u8
云南卫视,http://ivi.bupt.edu.cn/hls/yntv.m3u8
江西卫视,http://ivi.bupt.edu.cn/hls/jxtv.m3u8
福建东南卫视,http://ivi.bupt.edu.cn/hls/dntv.m3u8
贵州卫视,http://ivi.bupt.edu.cn/hls/gztv.m3u8
宁夏卫视,http://ivi.bupt.edu.cn/hls/nxtv.m3u8
甘肃卫视,http://ivi.bupt.edu.cn/hls/gstv.m3u8
重庆卫视,http://ivi.bupt.edu.cn/hls/cqtv.m3u8
兵团卫视,http://ivi.bupt.edu.cn/hls/bttv.m3u8
延边卫视,http://ivi.bupt.edu.cn/hls/ybtv.m3u8
三沙卫视,http://ivi.bupt.edu.cn/hls/sstv.m3u8
海南卫视,http://ivi.bupt.edu.cn/hls/lytv.m3u8
CETV-1,http://ivi.bupt.edu.cn/hls/cetv1.m3u8
CETV-3,http://ivi.bupt.edu.cn/hls/cetv3.m3u8
CETV-4,http://ivi.bupt.edu.cn/hls/cetv4.m3u8
山东教育,http://ivi.bupt.edu.cn/hls/sdetv.m3u8

动漫轮播
蜡笔小新,rtmp://aldirect.hls.huya.com/huyalive/94525224-2503194318-10751137731343024128-2847699212-10057-A-0-1
中华小当家,rtmp://aldirect.hls.huya.com/huyalive/1449588921-1449588921-6225937008338927616-2789274526-10057-A-0-1
樱桃小丸子,rtmp://aldirect.hls.huya.com/huyalive/28466698-2689664106-11552019372495077376-3049003110-10057-A-0-1

剧集轮播
案发现场,rtmp://aldirect.hls.huya.com/huyalive/30765679-2523417602-10837996074740744192-2847699224-10057-A-0-1
武林外传,rtmp://aldirect.hls.huya.com/huyalive/29141112-2689670670-11552047564660408320-2847687630-10057-A-0-1
少年包青天,rtmp://aldirect.hls.huya.com/huyalive/30765679-2534694464-10886429828232249344-2789253856-10057-A-0-1
鹿鼎记陈小春版,rtmp://aldirect.hls.huya.com/huyalive/94525224-2701055008-11600942924057018368-2847687618-10057-A-0-1
新还珠格格,rtmp://aldirect.hls.huya.com/huyalive/30765679-2523417093-10837993888602390528-2789274530-10057-A-0-1
TVB西游记,rtmp://aldirect.hls.huya.com/huyalive/30765679-2550665260-10955023874743336960-2789253862-10057-A-0-1
倩女幽魂,rtmp://aldirect.hls.huya.com/huyalive/1449539468-1449539468-6225724609321238528-3048959632-10057-A-0-1

影片轮播
周星驰影集,rtmp://aldirect.hls.huya.com/huyalive/94525224-2460685313-10568562945082523648-2789274524-10057-A-0-1
林正英系列,rtmp://aldirect.hls.huya.com/huyalive/94525224-2460686034-10568566041753944064-2789274542-10057-A-0-1
李连杰功夫片,rtmp://aldirect.hls.huya.com/huyalive/94525224-2460686093-10568566295157014528-2789253848-10057-A-0-1
洪金宝系列,rtmp://aldirect.hls.huya.com/huyalive/29106097-2689406282-11550912026846953472-2789274558-10057-A-0-1
各国赌片,rtmp://aldirect.hls.huya.com/huyalive/29106097-2689446042-11551082794746642432-2789253870-10057-A-0-1
女神系列电影,rtmp://aldirect.hls.huya.com/huyalive/94525224-2472147404-10617792251071299584-2777026638-10057-A-0-1
黑帮斗争,rtmp://aldirect.hls.huya.com/huyalive/30765679-2480288304-10652757150331305984-2789274538-10057-A-0-1
皇家师姐,rtmp://aldirect.hls.huya.com/huyalive/1449581966-1449581966-6225907136841383936-2847687616-10057-A-0-1
国产动作大片,rtmp://aldirect.hls.huya.com/huyalive/30765679-2484192572-10669525853706125312-2847687498-10057-A-0-1
杨门女将电影系列,rtmp://aldirect.hls.huya.com/huyalive/1448737814-1448737814-6222281531608530944-2777037662-10057-A-0-1

综艺轮播
张大仙游戏直播,rtmp://aldirect.hls.huya.com/huyalive/1448640609-1448640609-6221864039312523264-1484215354-10057-A-0-1
沈腾贾玲黄渤综艺,rtmp://aldirect.hls.huya.com/huyalive/30765679-2475713548-10633108722924126208-3048959604-10057-A-0-1
相声小品集,rtmp://aldirect.hls.huya.com/huyalive/29106097-2689281338-11550375396453122048-2777038134-10057-A-0-1
搞笑总动员,rtmp://aldirect.hls.huya.com/huyalive/1449584077-1449584077-6225916203517345792-2847687612-10057-A-0-1
趣味比赛大赏,rtmp://aldirect.hls.huya.com/huyalive/1099531739995-1099531739995-86381322854989824-2199063603446-10057-A-0-1
美食纪录片,rtmp://aldirect.hls.huya.com/huyalive/1449584048-1449584048-6225916078963294208-2847699158-10057-A-0-1
老烟斗看电影,rtmp://aldirect.hls.huya.com/huyalive/94525224-2670502970-11469722920020869120-3739254198-10057-A-0-1
科幻电影解说,rtmp://aldirect.hls.huya.com/huyalive/1199512401451-1199512401451-5224938813503045632-2399024926358-10057-A-0-1
虫哥说电影,rtmp://aldirect.hls.huya.com/huyalive/1199522499359-1199522499359-5268308998121062400-2399045122174-10057-A-0-1
LOW君说片,rtmp://aldirect.hls.huya.com/huyalive/1445197474-1445197474-6207075887091810304-4567126646-10057-A-0-1
刘老师说电影,rtmp://aldirect.hls.huya.com/huyalive/1199525477167-1199525477167-5281098586094829568-2399051077790-10057-A-0-1
马桶吐槽,rtmp://aldirect.hls.huya.com/huyalive/1199512349981-1199512349981-5224717751536320512-2399024823418-10057-A-0-1
撩电影,rtmp://aldirect.hls.huya.com/huyalive/1199512068790-1199512068790-5223510045387390976-2399024261036-10057-A-0-1
将军来了,rtmp://aldirect.hls.huya.com/huyalive/94525224-2703426560-11611128662337781760-3459475040-10057-A-0-1
数根朽木,rtmp://aldirect.hls.huya.com/huyalive/1421238354-1421238354-6104172250250870784-4604113888-10057-A-0-1

